chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp,region_id,ensembl_chr,hgnc_symbol,ensembl_gene_id,chromosome_name,start_position,end_position,gene_biotype,gene_name,census_genome_location,census_tier,census_hallmark,tumour_types_somatic,tumour_types_germline,cancer_syndrome,tissue_type,molecular_genetics,role_in_cancer,mutation_types,present_in_cancer_gene_census
9,3,66457127,130167338,1,1,63710211,5962,9,FNBP1,ENSG00000187239,9,129887179,130043243,protein_coding,formin binding protein 1 (FBP17),9:129887187-130043162,2,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,FOXA1,ENSG00000129514,14,37468435,37596059,protein_coding,forkhead box A1,14:37589984-37595034,1,Yes,"breast, prostate",NA,NA,E,Dom,oncogene,"Mis, F",TRUE
3,3,239347,197581147,2,2,197341800,664,3,FOXL2,ENSG00000183770,3,138944224,138947137,protein_coding,forkhead box L2,3:138944224-138947140,1,NA,granulosa-cell tumour of the ovary,NA,NA,O,Dom,"oncogene, TSG",Mis,TRUE
13,3,19600475,41382711,1,1,21782236,8281,13,FOXO1,ENSG00000150907,13,40555667,40667612,protein_coding,forkhead box O1,13:40555667-40666597,1,NA,alveolar rhabdomyosarcoma,NA,NA,M,Dom,"oncogene, TSG, fusion",T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,FOXO3,ENSG00000118689,6,108559652,108684774,protein_coding,forkhead box O3,6:108560866-108684768,1,NA,AL,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,FOXO4,ENSG00000184481,X,71095839,71103535,protein_coding,forkhead box O4,X:71096197-71103535,1,NA,"AL, soft tissue sarcoma",NA,NA,"L, M",Dom,"oncogene, TSG, fusion",T,TRUE
3,3,239347,72495945,1,1,72256598,2645,3,FOXP1,ENSG00000114861,3,70954693,71584009,protein_coding,forkhead box P1,3:70954715-71583989,1,NA,ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
19,3,107593,2046325,1,1,1938732,10929,19,FSTL3,ENSG00000070404,19,676366,683793,protein_coding,follistatin-like 3 (secreted glycoprotein),19:676365-683399,1,NA,B-CLL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
1,3,721757,120925996,2,2,120204239,598,1,FUBP1,ENSG00000162613,1,77944055,77979527,protein_coding,far upstream element (FUSE) binding protein 1,1:77948405-77979086,1,Yes,oligodendroglioma,NA,NA,O,Rec,oncogene,"F, N",TRUE
16,6,97610,31993277,1,1,31895667,9495,16,FUS,ENSG00000089280,16,31180131,31196963,protein_coding,"fusion, derived from t(12;16) malignant liposarcoma",16:31180110-31194871,1,Yes,"liposarcoma, AML, Ewing sarcoma, angiomatoid fibrous histiocytoma, fibromyxoid sarcoma",NA,NA,"M, L",Dom,"TSG, fusion",T,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,GAS7,ENSG00000007237,17,9910606,10198912,protein_coding,growth arrest-specific 7,17:9913850-10198551,1,Yes,AML*,NA,NA,L,Dom,fusion,T,TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,GATA1,ENSG00000102145,X,48783122,48794311,protein_coding,GATA binding protein 1 (globin transcription factor 1),X:48786554-48794308,1,NA,megakaryoblastic leukaemia of Downs syndrome,NA,NA,L,Dom,"oncogene, TSG","Mis, F",TRUE
3,3,239347,197581147,2,2,197341800,664,3,GATA2,ENSG00000179348,3,128479423,128493208,protein_coding,GATA binding protein 2,3:128479427-128493185,1,NA,AML (CML blast transformation),NA,NA,L,Dom,oncogene,Mis,TRUE
10,3,95096,11527786,1,1,11432690,6408,10,GATA3,ENSG00000107485,10,8045212,8075825,protein_coding,GATA binding protein 3,10:8054653-8075203,1,NA,breast,NA,NA,E,Rec,"oncogene, TSG","F, N, S",TRUE
3,3,239347,197581147,2,2,197341800,664,3,GMPS,ENSG00000163655,3,155870467,155944020,protein_coding,guanine monphosphate synthetase,3:155870536-155944026,2,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
19,3,107593,3284819,1,1,3177226,10930,19,GNA11,ENSG00000088256,19,3094320,3124001,protein_coding,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)",19:3094410-3124004,1,Yes,"uveal melanoma, primary central nervous system melanocytic neoplasms",NA,NA,"E, O",Dom,oncogene,Mis,TRUE
9,2,65602660,104449063,1,1,38846403,5923,9,GNAQ,ENSG00000156052,9,77716097,78032500,protein_coding,"guanine nucleotide binding protein (G protein), q polypeptide",9:77716087-78031458,1,Yes,"uveal melanoma, primary central nervous system melanocytic neoplasms",NA,NA,"E, O",Dom,oncogene,Mis,TRUE
20,5,76962,60893506,1,1,60816544,11957,20,GNAS,ENSG00000087460,20,58839669,58911192,protein_coding,"guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1",20:58852714-58911192,1,Yes,"pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia",NA,NA,"E, M",Dom,oncogene,Mis,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,GNPTAB,ENSG00000111670,12,101744032,101830984,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
14,5,19889910,100759046,1,1,80869136,8598,14,GOLGA5,ENSG00000066455,14,92794203,92841366,protein_coding,"golgi autoantigen, golgin subfamily a, 5  (PTC5)",14:92794231-92839963,1,NA,"papillary thyroid, Spitzoid tumour",NA,NA,E,Dom,fusion,T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,GOPC,ENSG00000047932,6,117560269,117602553,protein_coding,golgi associated PDZ and coiled-coil motif containing,6:117560269-117602364,1,NA,"glioblastoma, cholangiocarcinoma, borderline ovarian",NA,NA,"E, O",Dom,fusion,T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,GPC3,ENSG00000147257,X,133535745,133987100,protein_coding,glypican 3,X:133535754-133985646,1,Yes,NA,Wilms tumour,Simpson-Golabi-Behmel syndrome,O,Rec/X,"oncogene, TSG","D, Mis, N, F, S",TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,GPHN,ENSG00000171723,14,66507407,67181806,protein_coding,gephyrin (GPH),14:66507407-67181803,1,NA,AL,NA,NA,L,Dom,fusion,T,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,GPS2,ENSG00000132522,17,7309470,7315564,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
16,3,97610,24135112,2,2,24037502,1246,16,GRIN2A,ENSG00000183454,16,9753404,10183495,protein_coding,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16:9753404-10182754,1,Yes,"melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma",NA,NA,E,Rec,TSG,"Mis, N, F, O",TRUE
16,4,46508252,58757683,1,1,12249431,9682,16,HERPUD1,ENSG00000051108,16,56930815,56946491,protein_coding,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",16:56932048-56944863,1,NA,prostate,NA,NA,E,Dom,fusion,T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,HEY1,ENSG00000164683,8,79762371,79767857,protein_coding,hairy/enhancer-of-split related with YRPW motif 1,8:79764013-79767857,1,Yes,mesenchymal chondrosarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
7,3,63033158,78256342,1,1,15223184,4924,7,HIP1,ENSG00000127946,7,75533298,75739061,protein_coding,huntingtin interacting protein 1,7:75533300-75738947,1,Yes,"CMML, NSCLC",NA,NA,"L, E",Dom,"oncogene, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,HLA-A,ENSG00000206503,6,29941260,29949606,protein_coding,"major histocompatibility complex, class I, A",6:29941260-29945884,1,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
17,2,6115,56621359,1,1,56615244,10006,17,HLF,ENSG00000108924,17,55264919,55325187,protein_coding,hepatic leukemia factor,17:55265012-55325065,1,NA,ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,HMGA1,ENSG00000137309,6,34235618,34246236,protein_coding,high mobility group AT-hook 1,6:34236873-34246230,1,NA,"microfollicular thyroid adenoma, various benign mesenchymal tumours",NA,NA,"E, M",Dom,"oncogene, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,HMGA2,ENSG00000149948,12,65824224,65966291,protein_coding,high mobility group AT-hook 2 (HMGIC),12:65824460-65915447,1,NA,"lipoma, leiomyoma, pleomorphic salivary gland adenoma",NA,NA,M,Dom,"oncogene, fusion",T,TRUE
15,2,20170011,51783981,1,1,31613970,9178,15,HMGN2P46,ENSG00000179362,15,45555482,45555971,transcribed_processed_pseudogene,high mobility group nucleosomal binding domain 2 pseudogene 46,15:45511136-45556730,2,NA,prostate,NA,NA,E,Dom,fusion,T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,HNF1A,ENSG00000135100,12,120978543,121002512,protein_coding,HNF1 homeobox A,12:120978749-121001269,1,Yes,"hepatic adenoma, hepatocellular","hepatic adenoma, hepatocellular carcinoma",familial hepatic adenoma,E,Rec,TSG,"Mis, F",TRUE
7,3,228618,57245247,1,1,57016629,4810,7,HNRNPA2B1,ENSG00000122566,7,26169261,26201529,protein_coding,heterogeneous nuclear ribonucleoprotein A2/B1,7:26189927-26200746,1,Yes,prostate,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
8,3,182710,43054553,1,1,42871843,5115,8,HOOK3,ENSG00000168172,8,42896499,43030535,protein_coding,hook homolog 3,8:42896932-43030539,1,NA,papillary thyroid,NA,NA,E,Dom,fusion,T,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,HOXA11,ENSG00000005073,7,27181157,27185253,protein_coding,homeo box A11,7:27181515-27185216,1,Yes,CML,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,HOXA13,ENSG00000106031,7,27193503,27200091,protein_coding,homeo box A13,7:27194364-27200106,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,HOXA9,ENSG00000078399,7,27162438,27175180,protein_coding,homeo box A9,7:27162435-27165530,1,NA,AML*,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,HOXC11,ENSG00000123388,12,53973126,53977643,protein_coding,homeo box C11,12:53973126-53977643,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,HOXC13,ENSG00000123364,12,53938718,53946544,protein_coding,homeo box C13,12:53938765-53946544,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,HOXD11,ENSG00000128713,2,176104216,176109754,protein_coding,homeo box D11,2:176107286-176109588,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,HOXD13,ENSG00000128714,2,176092690,176096240,protein_coding,homeo box D13,2:176092891-176095938,1,NA,AML*,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
11,3,193189,977036,1,1,783847,6861,11,HRAS,ENSG00000174775,11,532242,537343,protein_coding,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,11:532243-535550,1,Yes,"infrequent sarcomas, rare other tumour types","rhabdomyosarcoma, ganglioneuroblastoma, bladder",Costello syndrome,"E, L, M",Dom,oncogene,Mis,TRUE
14,5,19889910,106311031,1,1,86421121,8599,14,HSP90AA1,ENSG00000080824,14,102080738,102139773,protein_coding,"heat shock protein 90kDa alpha (cytosolic), class A member 1",14:102081049-102139686,1,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,HSP90AB1,ENSG00000096384,6,44237395,44253888,protein_coding,"heat shock protein 90kDa alpha (cytosolic), class B member 1",6:44247866-44253883,1,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
2,3,86359405,242841399,1,1,156481994,2319,2,IDH1,ENSG00000138413,2,208236224,208266095,protein_coding,"isocitrate dehydrogenase 1 (NADP+), soluble",2:208236265-208254322,1,Yes,glioblastoma,NA,NA,O,Dom,oncogene,Mis,TRUE
15,3,20170150,90784250,1,1,70614100,9205,15,IDH2,ENSG00000182054,15,90083045,90102511,protein_coding,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",15:90083045-90102504,1,Yes,glioblastoma,NA,NA,O,Dom,oncogene,Mis,TRUE
8,3,182710,43054553,1,1,42871843,5115,8,IKBKB,ENSG00000104365,8,42271302,42332460,protein_coding,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",8:42271302-42331608,1,NA,SMZL,NA,NA,L,Dom,oncogene,Mis,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,IKZF1,ENSG00000185811,7,50303412,50405101,protein_coding,IKAROS family zinc finger 1,7:50304669-50405101,1,NA,"ALL, DLBCL",NA,NA,L,Dom/Rec,"TSG, fusion","D,T",TRUE
4,3,59475,134085208,1,1,134025733,3250,4,IL2,ENSG00000109471,4,122451470,122456725,protein_coding,interleukin 2,4:122451470-122456725,1,NA,intestinal T-cell lymphoma,NA,NA,L,Dom,fusion,T,TRUE
16,3,97610,30410445,1,1,30312835,9481,16,IL21R,ENSG00000103522,16,27402174,27452050,protein_coding,interleukin 21 receptor,16:27402162-27452042,1,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,IL6ST,ENSG00000134352,5,55935095,55995022,protein_coding,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",5:55935095-55994993,1,Yes,hepatocellular carcinoma,NA,NA,E,Dom,oncogene,O,TRUE
5,6,163205,40998196,1,1,40834991,3763,5,IL7R,ENSG00000168685,5,35852695,35879603,protein_coding,interleukin 7 receptor,5:35856849-35879603,1,NA,"ALL, ETP ALL",NA,NA,L,Dom,oncogene,"Mis, O",TRUE
4,3,59475,134085208,1,1,134025733,3250,4,INTS12,ENSG00000138785,4,105682014,105895986,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
6,3,203397,24505221,1,1,24301824,4255,6,IRF4,ENSG00000137265,6,391739,411443,protein_coding,interferon regulatory factor 4,6:391739-411447,1,NA,MM,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,IRF6,ENSG00000117595,1,209784984,209806217,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
13,5,73284411,115010254,2,2,41725843,1158,13,ITGBL1,ENSG00000198542,13,101452434,101721408,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5,3,40852451,180687212,1,1,139834761,3797,5,ITK,ENSG00000113263,5,157142933,157255185,protein_coding,IL2-inducible T-cell kinase,5:157180826-157255191,1,NA,peripheral T-cell lymphoma,NA,NA,L,Dom,fusion,T,TRUE
1,3,721757,120925996,2,2,120204239,598,1,JAK1,ENSG00000162434,1,64833223,65067754,protein_coding,Janus kinase 1,1:64833229-64966504,1,Yes,ALL,NA,NA,L,Dom,"oncogene, TSG",Mis,TRUE
9,2,154795,5090934,1,1,4936139,5639,9,JAK2,ENSG00000096968,9,4984390,5129950,protein_coding,Janus kinase 2,9:4985245-5128183,1,Yes,"ALL, AML, MPN,  CML",NA,NA,L,Dom,"oncogene, fusion","T, Mis, O",TRUE
19,3,107593,18375882,1,1,18268289,10932,19,JAK3,ENSG00000105639,19,17824780,17848071,protein_coding,Janus kinase 3,19:17824786-17848032,1,Yes,"acute megakaryocytic leukaemia, ETP ALL",NA,NA,L,Dom,oncogene,Mis,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,JAZF1,ENSG00000153814,7,27830573,28181030,protein_coding,juxtaposed with another zinc finger gene 1,7:27830573-28180743,2,NA,endometrial stromal tumour,NA,NA,M,Dom,fusion,T,TRUE
1,4,69511,63128836,1,1,63059325,1625,1,JUN,ENSG00000177606,1,58776845,58784048,protein_coding,jun oncogene,1:58780788-58784327,1,NA,sarcoma,NA,NA,M,Dom,oncogene,A,TRUE
8,3,182710,43054553,1,1,42871843,5115,8,KAT6A,ENSG00000083168,8,41929479,42051998,protein_coding,K(lysine) acetyltransferase 6A,8:41929479-42051987,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion","T, A",TRUE
10,2,95096,81192577,3,3,81097481,401,10,KAT6B,ENSG00000156650,10,74824912,75032631,protein_coding,K(lysine) acetyltransferase 6B,10:74826625-75032622,1,NA,"AML, leiomyoma",NA,NA,"L, M",Dom,"TSG, fusion",T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,KCNJ5,ENSG00000120457,11,128890453,128922733,protein_coding,potassium inwardly-rectifying channel; subfamily J; member 5,11:128891356-128921035,1,NA,adrenal adenoma,NA,NA,E,Dom,oncogene,Mis,TRUE
12,3,176089,11199734,1,1,11023645,7744,12,KDM5A,ENSG00000073614,12,279552,389589,protein_coding,"lysine (K)-specific demethylase 5A, JARID1A",12:280129-389454,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
23,2,2699968,53421666,3,3,50721698,539,X,KDM5C,ENSG00000126012,X,53176277,53225422,protein_coding,lysine (K)-specific demethylase 5C (JARID1C),X:53192152-53225422,1,NA,clear cell renal carcinoma,NA,NA,E,Rec,TSG,"N, F, S, Mis",TRUE
23,5,2699968,45011340,1,1,42311372,12824,X,KDM6A,ENSG00000147050,X,44873130,45114135,protein_coding,"lysine (K)-specific demethylase 6A, UTX",X:44873511-45112602,1,Yes,"renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types",NA,NA,"E, L",Rec,"oncogene, TSG","D, N, F, S",TRUE
4,3,59475,134085208,1,1,134025733,3250,4,KDR,ENSG00000128052,4,55078144,55125623,protein_coding,vascular endothelial growth factor receptor 2,4:55078259-55125595,1,Yes,"NSCLC, angiosarcoma",melanoma,NA,E,Dom,oncogene,Mis,TRUE
18,3,166819,77927028,8,8,77760209,52,18,KDSR,ENSG00000119537,18,63327566,63367615,protein_coding,3-ketodihydrosphingosine reductase,18:63327726-63367510,1,NA,B-NHL,NA,NA,L,Dom,fusion,T,TRUE
19,3,107593,15784386,1,1,15676793,10931,19,KEAP1,ENSG00000079999,19,10484512,10503558,protein_coding,kelch like ECH associated protein 1,19:10486120-10503741,1,Yes,"NSCLC, breast carcinoma",NA,NA,E,NA,TSG,"Mis, N, F",TRUE
7,3,63033158,149589343,1,1,86556185,4927,7,KIAA1549,ENSG00000122778,7,138831381,138982084,protein_coding,KIAA1549,7:138837525-138981318,2,NA,pilocytic astrocytoma,NA,NA,O,Dom,fusion,T,TRUE
10,3,95096,32751901,1,1,32656805,6411,10,KIF5B,ENSG00000170759,10,32009001,32056454,protein_coding,kinesin family member 5B,10:32009010-32056431,1,NA,"NSCLC, Spitzoid tumour",NA,NA,E,Dom,fusion,T,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,KIT,ENSG00000157404,4,54657267,54740783,protein_coding,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,4:54657918-54740715,1,Yes,"GIST, AML, TGCT, mastocytosis, mucosal melanoma","GIST, epithelioma",familial gastrointestinal stromal tumour,"L, M, O, E",Dom,oncogene,"Mis, O",TRUE
9,3,66457127,109691676,1,1,43234549,5955,9,KLF4,ENSG00000136826,9,107484454,107490482,protein_coding,Kruppel-like factor 4,9:107484852-107489646,1,Yes,meningioma,NA,NA,O,Dom,"oncogene, TSG",Mis,TRUE
13,3,19600475,73372202,2,2,53771727,1135,13,KLF5,ENSG00000102554,13,73054976,73077586,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10,3,95096,5009364,1,1,4914268,6405,10,KLF6,ENSG00000067082,10,3775996,3785281,protein_coding,Kruppel-like factor 6,10:3775996-3785275,1,NA,"prostate, glioma",NA,NA,"E, O",Rec,TSG,"Mis, N",TRUE
4,3,53211,47034626,1,1,46981415,3234,4,KLHL5,ENSG00000109790,4,39044613,39126857,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
19,3,29567046,51017835,2,2,21450789,1410,19,KLK2,ENSG00000167751,19,50861568,50880567,protein_coding,kallikrein-related peptidase 2,19:50873249-50880567,1,NA,prostate,NA,NA,E,Dom,fusion,T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,KMT2A,ENSG00000118058,11,118436456,118526832,protein_coding,lysine (K)-specific methyltransferase 2A,11:118436490-118526832,1,NA,"AML, ALL",NA,NA,L,Dom,"oncogene, fusion","T, O",TRUE
19,3,29567046,35898899,1,1,6331853,11496,19,KMT2B,ENSG00000272333,19,35717973,35738880,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7,3,63033176,158930751,1,1,95897575,4929,7,KMT2C,ENSG00000055609,7,152134922,152436656,protein_coding,lysine (K)-specific methyltransferase 2C,7:152134925-152436005,1,Yes,medulloblastoma,NA,NA,O,Rec,TSG,N,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,KMT2D,ENSG00000167548,12,49018975,49060794,protein_coding,lysine (K)-specific methyltransferase 2D,12:49018975-49055324,1,Yes,"medulloblastoma, renal",NA,NA,"O, E",Rec,"oncogene, TSG","N, F, Mis",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,KRAS,ENSG00000133703,12,25205246,25326473,protein_coding,v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog,12:25209431-25250803,1,Yes,"pancreatic, colorectal, lung, thyroid, AML, other tumour types",NA,NA,"L, E, M, O",Dom,oncogene,Mis,TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,KTN1,ENSG00000126777,14,55559072,55701526,protein_coding,kinectin 1 (kinesin receptor),14:55580317-55684579,1,NA,papillary thyroid,NA,NA,E,Dom,fusion,T,TRUE
17,3,6115,39186220,1,1,39180105,10061,17,LASP1,ENSG00000002834,17,38869185,38921771,protein_coding,LIM and SH3 protein 1,17:38869859-38921770,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,LATS1,ENSG00000131023,6,149658153,149718261,protein_coding,large tumor suppressor kinase 1,6:149658153-149718256,1,Yes,skin basal cell carcinoma,NA,NA,E,NA,TSG,"Mis, N",TRUE
1,3,69511,41284406,1,1,41214895,1617,1,LCK,ENSG00000182866,1,32251244,32286170,protein_coding,lymphocyte-specific protein tyrosine kinase,1:32251239-32286165,1,Yes,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
13,2,19600475,50296115,2,2,30695640,1127,13,LCP1,ENSG00000136167,13,46125920,46211871,protein_coding,lymphocyte cytosolic protein 1 (L-plastin),13:46125920-46211348,2,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
5,6,163205,40998196,1,1,40834991,3763,5,LIFR,ENSG00000113594,5,38474668,38608354,protein_coding,leukemia inhibitory factor receptor,5:38474963-38595404,1,Yes,salivary adenoma,NA,NA,E,Dom,fusion,T,TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,LMNA,ENSG00000160789,1,156082572,156140085,protein_coding,lamin A/C,1:156114707-156140089,1,Yes,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
11,3,193797,11976628,1,1,11782831,6867,11,LMO1,ENSG00000166407,11,8224309,8268807,protein_coding,LIM domain only 1 (rhombotin 1) (RBTN1),11:8224304-8263858,1,NA,"T-ALL, neuroblastoma",neuroblastoma,NA,L,Dom,"oncogene, fusion","T, A",TRUE
11,3,193863,36669778,1,1,36475915,6927,11,LMO2,ENSG00000135363,11,33858563,33892076,protein_coding,LIM domain only 2 (rhombotin-like 1) (RBTN2),11:33858576-33892289,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
3,3,239347,197581147,2,2,197341800,664,3,LPP,ENSG00000145012,3,188152974,188890671,protein_coding,LIM domain containing preferred translocation partner in lipoma,3:188212933-188890671,1,NA,"lipoma, leukaemia",NA,NA,"L, M",Dom,"oncogene, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,LRIG3,ENSG00000139263,12,58868790,58920586,protein_coding,leucine-rich repeats and immunoglobulin-like domains 3,12:58872149-58920522,1,NA,NSCLC,NA,NA,E,Dom,"TSG, fusion",T,TRUE
19,4,29567046,35251344,1,1,5684298,11501,19,LSM14A,ENSG00000257103,19,34172413,34229513,protein_coding,"LSM14A, SCD6 homolog A (S. cerevisiae)",19:34172566-34229515,2,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
19,3,107593,15784386,1,1,15676793,10931,19,LYL1,ENSG00000104903,19,13099028,13103188,protein_coding,lymphoblastic leukemia derived sequence 1,19:13099033-13102867,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
16,3,46508314,90142087,1,1,43633773,9687,16,MAF,ENSG00000178573,16,79583128,79600737,protein_coding,v-maf musculoaponeurotic fibrosarcoma oncogene homolog,16:79593838-79600714,1,NA,MM,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
20,5,76962,44420682,1,1,44343720,11956,20,MAFB,ENSG00000204103,20,40685848,40689236,protein_coding,v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian),20:40685848-40689240,1,NA,MM,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
11,3,1009622,76928149,1,1,75918527,7018,11,MALAT1,ENSG00000251562,11,65497606,65508073,lncRNA,metastasis associated lung adenocarcinoma transcript 1 ( lnc-RNA; non-protein coding),11:65497762-65506469,2,NA,"renal cell carcinoma (childhood epithelioid), lung",NA,NA,E,Dom,"oncogene, TSG, fusion",T,TRUE
18,3,166819,61066463,1,1,60899644,10708,18,MALT1,ENSG00000172175,18,58671426,58754477,protein_coding,mucosa associated lymphoid tissue lymphoma translocation gene 1,18:58671386-58754477,1,NA,MALT,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,MAML2,ENSG00000184384,11,95976598,96343255,protein_coding,mastermind-like 2 (Drosophila),11:95976598-96343180,1,NA,salivary gland mucoepidermoid,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
15,3,20170150,76763514,1,1,56593364,9201,15,MAP2K1,ENSG00000169032,15,66386816,66491656,protein_coding,mitogen-activated protein kinase kinase 1,15:66386817-66492312,1,NA,"NSCLC, melanoma, colorectal",NA,NA,E,Dom,oncogene,Mis,TRUE
19,3,107593,15784386,1,1,15676793,10931,19,MAP2K2,ENSG00000126934,19,4090316,4124238,protein_coding,mitogen-activated protein kinase kinase 2,19:4090321-4124129,1,NA,"NSCLC, melanoma",NA,NA,E,Dom,oncogene,Mis,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,MAP2K4,ENSG00000065559,17,12020808,12143830,protein_coding,mitogen-activated protein kinase kinase 4,17:12020834-12143830,1,NA,"pancreatic, breast, colorectal",NA,NA,E,Rec,"oncogene, TSG","D, Mis, N",TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,MAP3K1,ENSG00000095015,5,56815381,56896152,protein_coding,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",5:56815574-56896152,1,Yes,luminal A breast,NA,NA,E,Rec,"oncogene, TSG","N, F, Mis, O, S",TRUE
3,3,239347,197581147,2,2,197341800,664,3,MAP3K13,ENSG00000073803,3,185282941,185489094,protein_coding,mitogen-activated protein kinase kinase kinase 13,3:185363120-185489097,1,Yes,breast,NA,NA,E,Rec,"oncogene, TSG",F,TRUE
